"customer_id","churn_label","churn_reason"
"3108-PCCGG",False,NULL
"8390-FESFV",False,NULL
"3022-BEXHZ",False,NULL
"6248-TKCQV",False,NULL
"6729-GDNGC",False,NULL
"6198-ZFIOJ",False,NULL
"5989-OMNJE",False,NULL
"1291-CUOCY",False,NULL
"9795-SHUHB",False,NULL
"3230-IUALN",False,NULL
"3070-BDOQC",False,NULL
"0042-RLHYP",False,NULL
"4945-RVMTE",False,NULL
"1866-NXPSP",False,NULL
"3941-XTSKM",False,NULL
"1661-CZBAU",False,NULL
"5158-RIVOP",False,NULL
"9788-YTFGE",False,NULL
"9277-JOOMO",False,NULL
"1907-YLNYW",False,NULL
"8947-YRTDV",False,NULL
"3161-ONRWK",False,NULL
"0114-RSRRW",False,NULL
"4565-NLZBV",False,NULL
"6682-VCIXC",False,NULL
"6475-VHUIZ",False,NULL
"3910-MRQOY",False,NULL
"0661-WCQNQ",False,NULL
"7537-RBWEA",False,NULL
"4656-CAURT",False,NULL
"0121-SNYRK",False,NULL
"3733-LSYCE",False,NULL
"6265-FRMTQ",False,NULL
"1371-DWPAZ",False,NULL
"2017-CCBLH",False,NULL
"7690-KPNCU",False,NULL
"0536-BGFMZ",False,NULL
"2293-IJWPS",False,NULL
"5469-NUJUR",False,NULL
"2625-TRCZQ",False,NULL
"4102-HLENU",False,NULL
"7266-GSSJX",False,NULL
"7722-VJRQD",False,NULL
"7073-QETQY",False,NULL
"5624-RYAMH",False,NULL
"0196-JTUQI",False,NULL
"7130-YXBRO",False,NULL
"9272-LSVYH",False,NULL
"3084-DOWLE",False,NULL
"1084-MNSMJ",False,NULL
"4238-HFHSN",False,NULL
"6250-CGGUN",False,NULL
"5478-JJVZK",False,NULL
"7596-IIWYC",False,NULL
"9793-WECQC",False,NULL
"4291-HPAXL",False,NULL
"8999-YPYBV",False,NULL
"1839-FBNFR",False,NULL
"3071-MVJCD",False,NULL
"1697-BCSHV",False,NULL
"0562-KBDVM",False,NULL
"1131-SUEKT",False,NULL
"3717-OEAUQ",False,NULL
"4538-WNTMJ",False,NULL
"9432-RUVSL",False,NULL
"8060-HIWJJ",False,NULL
"7684-XSZIY",False,NULL
"9089-UOWJG",False,NULL
"8039-ACLPL",False,NULL
"9885-AIBVB",False,NULL
"1934-MKPXS",False,NULL
"2592-YKDIF",False,NULL
"2272-JKMSI",False,NULL
"8714-CTZJW",False,NULL
"3569-EDBPQ",False,NULL
"3131-NWVFJ",False,NULL
"7521-YXVZY",False,NULL
"2373-NTKOD",False,NULL
"1970-KKFWL",False,NULL
"9337-SRRNI",False,NULL
"0895-UADGO",False,NULL
"5678-VFNEQ",False,NULL
"5977-CKHON",False,NULL
"2692-BUCFV",False,NULL
"1830-GGFNM",False,NULL
"5302-BDJNT",False,NULL
"5223-UZAVK",False,NULL
"4859-ZSRDZ",False,NULL
"5651-WYIPH",False,NULL
"9350-VLHMB",False,NULL
"3498-LZGQZ",False,NULL
"8785-CJSHH",False,NULL
"3870-SPZSI",False,NULL
"6234-PFPXL",False,NULL
"7560-QRBXH",False,NULL
"7077-XJMET",False,NULL
"8752-GHJFU",False,NULL
"6896-SRVYQ",False,NULL
"4652-ODEVH",False,NULL
"6510-UPNKS",False,NULL
"6718-BDGHG",False,NULL
"9046-DQMTP",False,NULL
"6439-LAJXL",False,NULL
"9052-VKDUW",False,NULL
"1666-JZPZT",False,NULL
"5777-KJIRB",False,NULL
"7677-SJJJK",False,NULL
"2480-EJWYP",False,NULL
"3253-HKOKL",False,NULL
"7055-HNEOJ",False,NULL
"5514-YQENT",False,NULL
"3211-AAPKX",False,NULL
"8445-DNBAE",False,NULL
"2958-NHPPS",False,NULL
"6806-YDEUL",False,NULL
"1735-XMJVH",False,NULL
"6890-PFRQX",False,NULL
"0222-CNVPT",False,NULL
"5899-OUVKV",False,NULL
"8681-ICONS",False,NULL
"1621-YNCJH",False,NULL
"6362-QHAFM",False,NULL
"9824-QCJPK",False,NULL
"4283-IVYCI",False,NULL
"1866-OBPNR",False,NULL
"8205-MQUGY",False,NULL
"8970-ANWXO",False,NULL
"9480-BQJEI",False,NULL
"6979-TNDEU",False,NULL
"9777-WJJPR",False,NULL
"9495-SKLKD",False,NULL
"6048-UWKAL",False,NULL
"5067-DGXLL",False,NULL
"6281-FKEWS",False,NULL
"8898-KASCD",False,NULL
"9242-TKFSV",False,NULL
"9290-SHCMB",False,NULL
"0743-HNPFG",False,NULL
"2277-BKJKN",False,NULL
"5035-PGZXH",False,NULL
"8695-WDYEA",False,NULL
"6543-JXSOO",False,NULL
"8016-ZMGMO",False,NULL
"8605-ITULD",False,NULL
"6416-YJTTB",False,NULL
"4472-VESGY",False,NULL
"3195-TQDZX",False,NULL
"3128-YOVTD",False,NULL
"1728-CXQBE",False,NULL
"7041-TXQJH",False,NULL
"5014-GSOUQ",False,NULL
"5724-BIDBU",False,NULL
"0481-SUMCB",False,NULL
"1769-GRUIK",False,NULL
"8819-WFGGJ",False,NULL
"7427-AUFPY",False,NULL
"2811-POVEX",False,NULL
"7898-PDWQE",False,NULL
"9972-EWRJS",False,NULL
"9314-IJWSQ",False,NULL
"5799-JRCZO",False,NULL
"1921-KYSAY",False,NULL
"6198-RTPMF",False,NULL
"2924-KHUVI",False,NULL
"1925-GMVBW",False,NULL
"6184-DYUOB",False,NULL
"9207-ZPANB",False,NULL
"9327-QSDED",False,NULL
"1656-DRSMG",False,NULL
"3012-VFFMN",False,NULL
"2984-AFWNC",False,NULL
"0640-YJTPY",False,NULL
"8096-LOIST",False,NULL
"9764-REAFF",False,NULL
"7107-UBYKY",False,NULL
"4881-GQJTW",False,NULL
"7876-DNYAP",False,NULL
"7905-NJMXS",False,NULL
"2882-WDTBA",False,NULL
"2091-GPPIQ",False,NULL
"5071-FBJFS",False,NULL
"2796-UUZZO",False,NULL
"2429-AYKKO",False,NULL
"9798-OPFEM",False,NULL
"3794-NFNCH",False,NULL
"5193-QLVZB",False,NULL
"7114-AEOZE",False,NULL
"5522-NYKPB",False,NULL
"9957-YODKZ",False,NULL
"6518-KZXCB",False,NULL
"2245-ADZFJ",False,NULL
"7776-QGYJC",False,NULL
"9313-QOLTZ",False,NULL
"4672-FOTSD",False,NULL
"9818-XQCUV",False,NULL
"7338-ERIVA",False,NULL
"8259-NFJTV",False,NULL
"3223-DWFIO",False,NULL
"6968-GMKPR",False,NULL
"4751-ERMAN",False,NULL
"1436-ZMJAN",False,NULL
"3292-PBZEJ",False,NULL
"0799-DDIHE",False,NULL
"3070-FNFZQ",False,NULL
"2812-SFXMJ",False,NULL
"5014-WUQMG",False,NULL
"5312-TSZVC",False,NULL
"0993-OSGPT",False,NULL
"7108-DGVUU",False,NULL
"2782-JEEBU",False,NULL
"5127-BZENZ",False,NULL
"2720-FVBQP",False,NULL
"9906-NHHVC",False,NULL
"4522-XRWWI",False,NULL
"3766-EJLFL",False,NULL
"5939-SXWHM",False,NULL
"8152-UOBNY",False,NULL
"7351-KYHQH",False,NULL
"7643-RCHXS",False,NULL
"8246-SHFGA",False,NULL
"0620-XEFWH",False,NULL
"6485-QXWWE",False,NULL
"7321-VGNKU",False,NULL
"5327-CNLUQ",False,NULL
"7552-KEYGT",False,NULL
"5816-JMLGY",False,NULL
"2927-QRRQV",False,NULL
"6265-SXWBU",False,NULL
"7941-RCJOW",False,NULL
"6374-NTQLP",False,NULL
"2387-KDZQY",False,NULL
"3584-WKTTW",False,NULL
"3399-BMLVW",False,NULL
"1971-DTCZB",False,NULL
"3374-PZLXD",False,NULL
"3813-DHBBB",False,NULL
"2812-REYAT",False,NULL
"6518-PPLMZ",False,NULL
"4939-KYYPY",False,NULL
"5930-GBIWP",False,NULL
"6022-KOUQO",False,NULL
"2361-UPSND",False,NULL
"6035-RIIOM",False,NULL
"9504-DSHWM",False,NULL
"5035-BVCXS",False,NULL
"6267-DCFFZ",False,NULL
"3533-UVMOM",False,NULL
"2439-LYPMQ",False,NULL
"1478-VPOAD",False,NULL
"9995-HOTOH",False,NULL
"2988-PLAHS",False,NULL
"1371-OJCEK",False,NULL
"4999-IEZLT",False,NULL
"8883-ANODQ",False,NULL
"2351-RRBUE",False,NULL
"5980-BDHPY",False,NULL
"1498-DQNRX",False,NULL
"9469-WEJBT",False,NULL
"2581-VKIRT",False,NULL
"7426-WEIJX",False,NULL
"2851-MMUTZ",False,NULL
"3307-TLCUD",False,NULL
"6625-FLENO",False,NULL
"2967-MXRAV",False,NULL
"8189-HBVRW",False,NULL
"4163-KIUHY",False,NULL
"3500-NSDOA",False,NULL
"1171-TYKUR",False,NULL
"3761-FLYZI",False,NULL
"1219-NNDDO",False,NULL
"8388-DMKAE",False,NULL
"4403-BWPAY",False,NULL
"9659-QEQSY",False,NULL
"5405-ZMYXQ",False,NULL
"1442-OKRJE",False,NULL
"4737-AQCPU",False,NULL
"2808-CHTDM",False,NULL
"0793-TWELN",False,NULL
"3283-WCWXT",False,NULL
"1060-ENTOF",False,NULL
"0999-QXNSA",False,NULL
"5451-MHQOF",False,NULL
"4836-WNFNO",False,NULL
"9225-BZLNZ",False,NULL
"0354-VXMJC",False,NULL
"4422-QVIJA",False,NULL
"9365-SRSZE",False,NULL
"8332-OSJDW",False,NULL
"4735-BJKOU",False,NULL
"0274-JKUJR",False,NULL
"5740-YHGTW",False,NULL
"8917-SZTTJ",False,NULL
"1696-MZVAU",False,NULL
"7359-WWYJV",False,NULL
"4906-ZHGPK",False,NULL
"3795-GWTRD",False,NULL
"1298-PHBTI",False,NULL
"6223-DHJGV",False,NULL
"6961-MJKBO",False,NULL
"8158-WPEZG",False,NULL
"4918-FYJNT",False,NULL
"0727-BNRLG",False,NULL
"4854-CIDCF",False,NULL
"3280-MRDOF",False,NULL
"6435-SRWBJ",False,NULL
"9964-WBQDJ",False,NULL
"6303-KFWSL",False,NULL
"1702-CCFNJ",False,NULL
"8932-CZHRQ",False,NULL
"0386-CWRGM",False,NULL
"5515-RUGKN",False,NULL
"0404-AHASP",False,NULL
"7279-NMVJC",False,NULL
"2081-VEYEH",False,NULL
"6407-UTSLV",False,NULL
"9060-HJJRW",False,NULL
"2587-YNLES",False,NULL
"7398-SKNQZ",False,NULL
"5935-FCCNB",False,NULL
"1958-RNRKS",False,NULL
"5136-RGMZO",False,NULL
"8345-MVDYC",False,NULL
"8226-BXGES",False,NULL
"9705-IOVQQ",False,NULL
"1015-OWJKI",False,NULL
"2040-XBAVJ",False,NULL
"8887-IPQNC",False,NULL
"8646-JCOMS",False,NULL
"1222-KJNZD",False,NULL
"0106-GHRQR",False,NULL
"3768-VHXQO",False,NULL
"8952-WCVCD",False,NULL
"2418-TPEUN",False,NULL
"3963-RYFNS",False,NULL
"8540-ZQGEA",False,NULL
"1320-REHCS",False,NULL
"4137-JOPHL",False,NULL
"7801-CEDNV",False,NULL
"2057-BOYKM",False,NULL
"3658-QQJYD",False,NULL
"1803-BGNBD",False,NULL
"0134-XWXCE",False,NULL
"6950-TWMYB",False,NULL
"5848-FHRFC",False,NULL
"2243-FNMMI",False,NULL
"2511-MORQY",False,NULL
"5356-KZCKT",False,NULL
"9470-XCCEM",False,NULL
"6519-CFDBX",False,NULL
"3902-MIVLE",False,NULL
"0409-WTMPL",False,NULL
"8763-KIAFH",False,NULL
"3669-WHAFY",False,NULL
"3055-VTCGS",False,NULL
"3144-KMTWZ",False,NULL
"2007-QVGAW",False,NULL
"5207-PLSTK",False,NULL
"2307-FYNNL",False,NULL
"5605-XNWEN",False,NULL
"2155-AMQRX",False,NULL
"6181-AXXYF",False,NULL
"5091-HFAZW",False,NULL
"2519-LBNQL",False,NULL
"8623-ULFNQ",False,NULL
"1568-LJSZU",False,NULL
"7789-HKSBS",False,NULL
"7416-CKTEP",False,NULL
"2586-CWXVV",False,NULL
"2348-KCJLT",False,NULL
"8401-EMUWF",False,NULL
"4193-IBKSW",False,NULL
"5377-NDTOU",False,NULL
"2474-LCNUE",False,NULL
"0839-QNXME",False,NULL
"3506-OVLKD",False,NULL
"6650-VJONK",False,NULL
"2178-PMGCJ",False,NULL
"7492-TAFJD",False,NULL
"2773-MADBQ",False,NULL
"6016-LVTJQ",False,NULL
"7860-KSUGX",False,NULL
"8966-KZXXA",False,NULL
"5149-QYTTU",False,NULL
"2070-XYMFH",False,NULL
"2085-BOJKI",False,NULL
"0817-HSUSE",False,NULL
"5442-PPTJY",False,NULL
"1927-QEWMY",False,NULL
"1663-MHLHE",False,NULL
"5663-QBGIS",False,NULL
"4450-MDZFX",False,NULL
"6701-DHKWQ",False,NULL
"7554-AKDQF",False,NULL
"0794-YVSGE",False,NULL
"5423-BHIXO",False,NULL
"6908-VVYHM",False,NULL
"2959-EEXWB",False,NULL
"1839-UMACK",False,NULL
"3030-YDNRM",False,NULL
"7321-KKSDU",False,NULL
"3402-XRIUO",False,NULL
"8286-AFUYI",False,NULL
"8356-WUAOJ",False,NULL
"8058-DMYRU",False,NULL
"9350-ZXYJC",False,NULL
"8958-JPTRR",False,NULL
"6959-GQEGV",False,NULL
"3173-WSSUE",False,NULL
"1265-HVPZB",False,NULL
"4115-UMJFQ",False,NULL
"7369-TRPFD",False,NULL
"1098-KFQEC",False,NULL
"7190-XHTWJ",False,NULL
"3537-RYBHH",False,NULL
"5296-BFCYD",False,NULL
"9359-JANWS",False,NULL
"3279-DYZQM",False,NULL
"0523-VNGTF",False,NULL
"9575-IWCAZ",False,NULL
"7105-MXJLL",False,NULL
"7064-FRRSW",False,NULL
"7940-UQQUG",False,NULL
"3961-SXAXY",False,NULL
"7010-BRBUU",False,NULL
"3566-HJGPK",False,NULL
"3062-ICYZQ",False,NULL
"9938-PRCVK",False,NULL
"0973-KYVNF",False,NULL
"5129-HHMZC",False,NULL
"9637-CDTKZ",False,NULL
"3946-JEWRQ",False,NULL
"7873-CVMAW",False,NULL
"0463-WZZKO",False,NULL
"4524-QCSSM",False,NULL
"5832-EXGTT",False,NULL
"2039-JONDJ",False,NULL
"7217-JYHOQ",False,NULL
"6695-FRVEC",False,NULL
"9894-QMIMJ",False,NULL
"8069-YQQAJ",False,NULL
"1636-NTNCO",False,NULL
"3466-WAESX",False,NULL
"9281-PKKZE",False,NULL
"3638-VBZTA",False,NULL
"7459-IMVYU",False,NULL
"8563-OYMQY",False,NULL
"0754-EEBDC",False,NULL
"5777-ZPQNC",False,NULL
"1951-IEYXM",False,NULL
"3318-NMQXL",False,NULL
"1022-RKXDR",False,NULL
"2361-FJWNO",False,NULL
"2272-UOINI",False,NULL
"8232-UTFOZ",False,NULL
"3750-YHRYO",False,NULL
"6637-KYRCV",False,NULL
"5668-MEISB",False,NULL
"0129-QMPDR",False,NULL
"7188-CBBBA",False,NULL
"5356-CSVSQ",False,NULL
"3221-CJMSG",False,NULL
"3219-JQRSL",False,NULL
"2801-NISEI",False,NULL
"4623-ZKHLY",False,NULL
"6732-VAILE",False,NULL
"8201-AAXCB",False,NULL
"7696-CFTAT",False,NULL
"1845-CSBRZ",False,NULL
"2123-VSCOT",False,NULL
"2018-QKYGT",False,NULL
"2792-VPPET",False,NULL
"7409-JURKQ",False,NULL
"3247-MHJKM",False,NULL
"1964-SVLEA",False,NULL
"7297-DVYGA",False,NULL
"2239-CGBUZ",False,NULL
"0854-UYHZD",False,NULL
"7243-LCGGZ",False,NULL
"8267-KFGYD",False,NULL
"4890-VMUAV",False,NULL
"9261-WDCAF",False,NULL
"3764-MNMOI",False,NULL
"7442-YGZFK",False,NULL
"8229-BUJHX",False,NULL
"7449-HVPIV",False,NULL
"5504-WSIUR",False,NULL
"8466-PZBLH",False,NULL
"8735-IJJEG",False,NULL
"0564-MUUQK",False,NULL
"0701-RFGFI",False,NULL
"0019-EFAEP",False,NULL
"5619-PTMIK",False,NULL
"3737-XBQDD",False,NULL
"5882-CMAZQ",False,NULL
"5846-QFDFI",False,NULL
"4445-KWOKW",False,NULL
"3511-APPBJ",False,NULL
"7967-HYCDE",False,NULL
"2430-RRYUW",False,NULL
"3723-BFBGR",False,NULL
"5447-WZAFP",False,NULL
"5110-CHOPY",False,NULL
"4425-OWHWB",False,NULL
"7892-QVYKW",False,NULL
"9675-ICXCT",False,NULL
"4703-MQYKT",False,NULL
"5692-ICXLW",False,NULL
"0602-DDUML",False,NULL
"2208-MPXIO",False,NULL
"1960-UYCNN",False,NULL
"3190-FZATL",False,NULL
"7336-RLLRH",False,NULL
"7710-JSYOA",False,NULL
"9885-MFVSU",False,NULL
"0607-MVMGC",False,NULL
"3365-SAIGS",False,NULL
"8022-BECSI",False,NULL
"9993-LHIEB",False,NULL
"0266-CLZKZ",False,NULL
"7020-OZKXZ",False,NULL
"3977-QCRSL",False,NULL
"0017-DINOC",False,NULL
"7639-OPLNG",False,NULL
"1492-QGCLU",False,NULL
"7328-OWMOM",False,NULL
"4418-LZMSV",False,NULL
"5155-AZQPB",False,NULL
"1087-GRUYI",False,NULL
"2546-KZAAT",False,NULL
"0181-RITDD",False,NULL
"5989-PGKJB",False,NULL
"8272-ONJLV",False,NULL
"1488-PBLJN",False,NULL
"0308-GIQJT",False,NULL
"3778-FOAQW",False,NULL
"4452-ROHMO",False,NULL
"3090-LETTY",False,NULL
"5349-AZPEW",False,NULL
"9720-JJJOR",False,NULL
"8100-HZZLJ",False,NULL
"8775-ERLNB",False,NULL
"8309-IEYJD",False,NULL
"7398-HPYZQ",False,NULL
"3546-GHEAE",False,NULL
"7361-YPXFS",False,NULL
"6557-BZXLQ",False,NULL
"2550-QHZGP",False,NULL
"7519-JTWQH",False,NULL
"2538-OIMXF",False,NULL
"8543-MSDMF",False,NULL
"1170-SASML",False,NULL
"4872-JCVCA",False,NULL
"5346-BZCHP",False,NULL
"2038-LLMLM",False,NULL
"1216-BGTSP",False,NULL
"4138-NAXED",False,NULL
"0744-BIKKF",False,NULL
"7483-IQWIB",False,NULL
"5248-KWLAR",False,NULL
"7996-MHXLW",False,NULL
"7833-PKIHD",False,NULL
"7061-OVMIM",False,NULL
"5153-RTHKF",False,NULL
"1852-QSWCD",False,NULL
"4832-VRBMR",False,NULL
"9079-LWTFD",False,NULL
"3392-EHMNK",False,NULL
"5986-WWXDV",False,NULL
"3061-BCKYI",False,NULL
"7901-TBKJX",False,NULL
"7228-PAQPD",False,NULL
"7746-QYVCO",False,NULL
"5804-HYIEZ",False,NULL
"9919-FZDED",False,NULL
"5934-TSSAU",False,NULL
"3486-KHMLI",False,NULL
"6784-XYJAE",False,NULL
"3933-DQPWX",False,NULL
"6661-EIPZC",False,NULL
"8957-THMOA",False,NULL
"2251-PYLPB",False,NULL
"5555-RNPGT",False,NULL
"1057-FOGLZ",False,NULL
"8087-LGYHQ",False,NULL
"4137-BTIKL",False,NULL
"2190-BCXEC",False,NULL
"6227-FBDXH",False,NULL
"2911-WDXMV",False,NULL
"7206-PQBBZ",False,NULL
"4547-FZJWE",False,NULL
"7422-WNBTY",False,NULL
"0842-IWYCP",False,NULL
"3521-HTQTV",False,NULL
"3744-ZBHON",False,NULL
"3373-DIUUN",False,NULL
"8383-SGHJU",False,NULL
"7607-QKKTJ",False,NULL
"7707-PYBBH",False,NULL
"8984-HPEMB",False,NULL
"4139-DETXS",False,NULL
"9779-DPNEJ",False,NULL
"9805-FILKB",False,NULL
"5793-YOLJN",False,NULL
"0673-IGUQO",False,NULL
"4123-FCVCB",False,NULL
"8819-IMISP",False,NULL
"8311-UEUAB",False,NULL
"5858-EAFCZ",False,NULL
"1163-ONYEY",False,NULL
"5656-MJEFC",False,NULL
"6082-OQFBA",False,NULL
"8974-OVACP",False,NULL
"4010-YLMVT",False,NULL
"1379-FRVEB",False,NULL
"8612-GXIDD",False,NULL
"6288-CHQJB",False,NULL
"8160-HOWOX",False,NULL
"6648-INWPS",False,NULL
"4223-BKEOR",False,NULL
"4079-VTGLK",False,NULL
"1763-WQFUK",False,NULL
"1391-UBDAR",False,NULL
"8894-JVDCV",False,NULL
"2023-VQFDL",False,NULL
"1345-GKDZZ",False,NULL
"2014-MKGMH",False,NULL
"5628-FCGYG",False,NULL
"2560-WBWXF",False,NULL
"0248-IPDFW",False,NULL
"7978-DKUQH",False,NULL
"4335-UPJSI",False,NULL
"1784-EZDKJ",False,NULL
"9297-FVVDH",False,NULL
"8007-YYPWD",False,NULL
"7101-HRBLJ",False,NULL
"6635-CPNUN",False,NULL
"5453-YBTWV",False,NULL
"5039-LZRQT",False,NULL
"2931-VUVJN",False,NULL
"6418-PIQSP",False,NULL
"8220-OCUFY",False,NULL
"3995-WFCSM",False,NULL
"1895-QTKDO",False,NULL
"2038-OEQZH",False,NULL
"1178-PZGAB",False,NULL
"2626-VEEWG",False,NULL
"2878-RMWXY",False,NULL
"1657-DYMBM",False,NULL
"7311-MQJCH",False,NULL
"7375-WMVMT",False,NULL
"1136-XGEQU",False,NULL
"2530-FMFXO",False,NULL
"6844-DZKRF",False,NULL
"5970-GHJAW",False,NULL
"8879-XUAHX",False,NULL
"3689-MOZGR",False,NULL
"4195-PNGZS",False,NULL
"5003-XZWWO",False,NULL
"7622-FWGEW",False,NULL
"6922-NCEDI",False,NULL
"9891-NQDBD",False,NULL
"6131-IUNXN",False,NULL
"8548-AWOFC",False,NULL
"9798-DRYDS",False,NULL
"8532-UEFWH",False,NULL
"6296-DDOOR",False,NULL
"7951-VRDVK",False,NULL
"4815-YOSUK",False,NULL
"0380-NEAVX",False,NULL
"4365-MSDYN",False,NULL
"7036-TYDEC",False,NULL
"5802-ADBRC",False,NULL
"8076-FEZKJ",False,NULL
"5197-YPYBZ",False,NULL
"4312-GVYNH",False,NULL
"8495-LJDFO",False,NULL
"0839-JTCUD",False,NULL
"5494-WOZRZ",False,NULL
"1302-UHBDD",False,NULL
"2234-EOFPT",False,NULL
"8619-IJNDK",False,NULL
"8378-LKJAF",False,NULL
"1153-GNOLC",False,NULL
"3298-QEICA",False,NULL
"0788-DXBFY",False,NULL
"3597-YASZG",False,NULL
"3496-LFSZU",False,NULL
"5242-UOWHD",False,NULL
"6479-SZPLM",False,NULL
"8097-VBQTZ",False,NULL
"4500-HKANN",False,NULL
"9917-KWRBE",False,NULL
"3420-ZDBMA",False,NULL
"2212-LYASK",False,NULL
"1393-IMKZG",False,NULL
"8069-RHUXK",False,NULL
"3398-GCPMU",False,NULL
"2908-WGAXL",False,NULL
"3378-AJRAO",False,NULL
"1013-QCWAM",False,NULL
"6050-FFXES",False,NULL
"0362-RAOQO",False,NULL
"9554-DFKIC",False,NULL
"5527-ACHSO",False,NULL
"0829-DDVLK",False,NULL
"1399-UBQIU",False,NULL
"1813-JLKWR",False,NULL
"0336-PIKEI",False,NULL
"7322-OCWHC",False,NULL
"9537-VHDTA",False,NULL
"4957-TIALW",False,NULL
"2054-PJOCK",False,NULL
"9150-HEPMB",False,NULL
"9030-QGZNL",False,NULL
"3126-WQMGH",False,NULL
"7176-WRTNX",False,NULL
"5732-IKGQH",False,NULL
"9239-GZHZE",False,NULL
"7205-BAIAD",False,NULL
"0093-EXYQL",False,NULL
"8064-RAVOH",False,NULL
"0219-QAERP",False,NULL
"9168-INPSZ",False,NULL
"0015-UOCOJ",False,NULL
"5334-AFQJB",False,NULL
"2754-SDJRD",False,NULL
"8963-JLGJT",False,NULL
"1465-LNTLJ",False,NULL
"2135-DQWAQ",False,NULL
"4056-QHXHZ",False,NULL
"7401-JIXNM",False,NULL
"9339-FIIJL",False,NULL
"4706-DGAHW",False,NULL
"6670-MFRPK",False,NULL
"6177-PEVRA",False,NULL
"4813-HQMGZ",False,NULL
"7579-KKLOE",False,NULL
"8402-EIVQS",False,NULL
"4947-DSMXK",False,NULL
"7245-NIIWQ",False,NULL
"0002-ORFBO",False,NULL
"3324-OIRTO",False,NULL
"5414-OFQCB",False,NULL
"4967-WPNCF",False,NULL
"8552-OBVRU",False,NULL
"8499-BRXTD",False,NULL
"9154-QDGTH",False,NULL
"8197-BFWVU",False,NULL
"2577-GVSIL",False,NULL
"9367-OIUXP",False,NULL
"6770-UAYGJ",False,NULL
"6463-HHXJR",False,NULL
"7928-VJYAB",False,NULL
"1187-WILMM",False,NULL
"9776-OJUZI",False,NULL
"1306-RPWXZ",False,NULL
"3097-PYWXL",False,NULL
"2266-SJNAT",False,NULL
"0869-PAPRP",False,NULL
"4238-JSSWH",False,NULL
"2972-YDYUW",False,NULL
"1104-FEJAM",False,NULL
"2809-ILCYT",False,NULL
"5499-ECUTN",False,NULL
"4981-FLTMF",False,NULL
"9121-PHQSR",False,NULL
"3113-IWHLC",False,NULL
"4277-BWBML",False,NULL
"0234-TEVTT",False,NULL
"4304-TSPVK",False,NULL
"1552-AAGRX",False,NULL
"2637-FKFSY",False,NULL
"9796-MVYXX",False,NULL
"7874-ECPQJ",False,NULL
"0020-INWCK",False,NULL
"7089-RKVSZ",False,NULL
"2683-JXWQQ",False,NULL
"9548-ZMVTX",False,NULL
"8739-XNIKG",False,NULL
"9755-JHNMN",False,NULL
"3981-QSVQI",False,NULL
"2789-HQBOU",False,NULL
"9424-CMPOG",False,NULL
"5067-WJEUN",False,NULL
"3450-WXOAT",False,NULL
"9251-WNSOD",False,NULL
"6974-DAFLI",False,NULL
"2616-UUTFK",False,NULL
"7064-JHXCE",False,NULL
"7989-AWGEH",False,NULL
"4373-VVHQL",False,NULL
"4559-UWIHT",False,NULL
"7268-IGMFD",False,NULL
"6650-BWFRT",False,NULL
"9570-KYEUA",False,NULL
"6993-YGFJV",False,NULL
"2712-SYWAY",False,NULL
"0730-BGQGF",False,NULL
"5498-IBWPI",False,NULL
"9101-NTIXF",False,NULL
"0013-SMEOE",False,NULL
"9314-QDMDW",False,NULL
"9308-ANMVE",False,NULL
"3413-DHLPB",False,NULL
"7649-PHJVR",False,NULL
"6114-TCFID",False,NULL
"3787-TRIAL",False,NULL
"2573-GYRUU",False,NULL
"5156-UMKOW",False,NULL
"1247-QBVSH",False,NULL
"6734-GMPVK",False,NULL
"9822-OAOVB",False,NULL
"6161-ERDGD",False,NULL
"1226-JZNKR",False,NULL
"7318-EIVKO",False,NULL
"3771-PZOBW",False,NULL
"8231-BSWXX",False,NULL
"6486-LHTMA",False,NULL
"4083-BFNYK",False,NULL
"7389-KBFIT",False,NULL
"7176-WIONM",False,NULL
"5141-ZUVBH",False,NULL
"1089-HDMKP",False,NULL
"7623-HKYRK",False,NULL
"0310-SUCIN",False,NULL
"5197-PYEPU",False,NULL
"6619-RPLQZ",False,NULL
"3275-RHRNE",False,NULL
"3503-TYDAY",False,NULL
"6901-GOGZG",False,NULL
"7021-XSNYE",False,NULL
"9621-OUPYD",False,NULL
"8982-NHAVY",False,NULL
"4307-KWMXE",False,NULL
"0141-YEAYS",False,NULL
"2450-ZKEED",False,NULL
"3694-DELSO",False,NULL
"3893-JRNFS",False,NULL
"9603-OAIHC",False,NULL
"1133-KXCGE",False,NULL
"0142-GVYSN",False,NULL
"1049-FYSYG",False,NULL
"8406-LNMHF",False,NULL
"1821-BUCWY",False,NULL
"0023-UYUPN",False,NULL
"8314-DPQHL",False,NULL
"1465-WCZVT",False,NULL
"9481-SFCQY",False,NULL
"6360-SVNWV",False,NULL
"0567-GGCAC",False,NULL
"8884-MRNSU",False,NULL
"2171-UDMFD",False,NULL
"9050-IKDZA",False,NULL
"9802-CAQUT",False,NULL
"0187-WZNAB",False,NULL
"1475-VWVDO",False,NULL
"1357-MVDOZ",False,NULL
"7602-MVRMB",False,NULL
"1197-BVMVG",False,NULL
"5406-KGRMX",False,NULL
"5968-HYJRZ",False,NULL
"5198-EFNBM",False,NULL
"7516-GMHUV",False,NULL
"7140-ADSMJ",False,NULL
"2230-XTUWL",False,NULL
"7706-YLMQA",False,NULL
"2585-KTFRE",False,NULL
"7994-UYIVZ",False,NULL
"7717-BICXI",False,NULL
"6559-RAKOZ",False,NULL
"4716-MRVEN",False,NULL
