"customer_id","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
"9919-FZDED",True,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes"
"5934-TSSAU",True,"No","Fiber optic","No","No","Yes","No","No","No"
"3486-KHMLI",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6784-XYJAE",True,"Yes","DSL","No","No","Yes","No","No","No"
"3933-DQPWX",False,"No phone service","DSL","No","Yes","Yes","Yes","No","No"
"6661-EIPZC",False,"No phone service","DSL","No","No","No","Yes","No","No"
"8957-THMOA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2251-PYLPB",True,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes"
"5555-RNPGT",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1057-FOGLZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8087-LGYHQ",True,"No","Fiber optic","No","No","Yes","No","Yes","Yes"
"4137-BTIKL",True,"Yes","Fiber optic","Yes","No","No","No","No","Yes"
"2190-BCXEC",True,"Yes","Fiber optic","No","No","No","Yes","No","No"
"6227-FBDXH",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"2911-WDXMV",True,"Yes","Fiber optic","No","No","Yes","No","No","No"
"7206-PQBBZ",True,"No","Fiber optic","No","No","No","No","No","No"
"4547-FZJWE",True,"No","DSL","Yes","No","No","No","No","Yes"
"7422-WNBTY",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"0842-IWYCP",True,"No","DSL","No","No","No","No","No","No"
"3521-HTQTV",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3744-ZBHON",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3373-DIUUN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8383-SGHJU",True,"Yes","DSL","Yes","No","No","Yes","No","No"
"7607-QKKTJ",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"7707-PYBBH",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"8984-HPEMB",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4139-DETXS",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"9779-DPNEJ",True,"No","Fiber optic","No","No","No","No","No","Yes"
"9805-FILKB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5793-YOLJN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0673-IGUQO",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4123-FCVCB",True,"Yes","DSL","No","No","No","Yes","Yes","Yes"
"8819-IMISP",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"8311-UEUAB",True,"Yes","DSL","Yes","No","No","No","Yes","Yes"
"5858-EAFCZ",True,"No","DSL","No","No","No","No","No","No"
"1163-ONYEY",True,"Yes","DSL","Yes","Yes","Yes","No","Yes","No"
"5656-MJEFC",False,"No phone service","DSL","Yes","No","Yes","Yes","Yes","No"
"6082-OQFBA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8974-OVACP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4010-YLMVT",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"1379-FRVEB",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"8612-GXIDD",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6288-CHQJB",True,"No","DSL","Yes","No","Yes","Yes","No","Yes"
"6648-INWPS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4223-BKEOR",True,"No","DSL","Yes","No","Yes","No","No","Yes"
"4079-VTGLK",True,"Yes","DSL","No","No","Yes","No","Yes","Yes"
"1763-WQFUK",True,"No","DSL","No","No","No","Yes","No","No"
"1391-UBDAR",True,"No","Fiber optic","No","No","Yes","No","No","No"
"8894-JVDCV",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"2023-VQFDL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1345-GKDZZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2014-MKGMH",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"5628-FCGYG",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"2560-WBWXF",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0248-IPDFW",True,"Yes","DSL","No","No","No","No","No","No"
"7978-DKUQH",True,"No","Fiber optic","No","No","Yes","No","No","No"
"4335-UPJSI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1784-EZDKJ",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9297-FVVDH",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"8007-YYPWD",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7101-HRBLJ",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"6635-CPNUN",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
"5453-YBTWV",True,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
"5039-LZRQT",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2931-VUVJN",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No"
"6418-PIQSP",True,"No","DSL","Yes","No","Yes","Yes","Yes","Yes"
"8220-OCUFY",True,"No","DSL","Yes","No","Yes","Yes","No","No"
"3995-WFCSM",True,"No","DSL","No","No","Yes","No","No","Yes"
"1895-QTKDO",True,"No","DSL","No","No","No","No","No","No"
"2038-OEQZH",True,"No","Fiber optic","No","No","Yes","No","No","Yes"
"1178-PZGAB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2626-VEEWG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2878-RMWXY",True,"Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes"
"1657-DYMBM",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7311-MQJCH",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7375-WMVMT",True,"No","Fiber optic","No","Yes","Yes","Yes","No","Yes"
"1136-XGEQU",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"2530-FMFXO",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"6844-DZKRF",True,"No","DSL","No","No","No","Yes","No","No"
"5970-GHJAW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8879-XUAHX",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"3689-MOZGR",False,"No phone service","DSL","No","No","No","Yes","No","No"
"4195-PNGZS",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5003-XZWWO",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"7622-FWGEW",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"6922-NCEDI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9891-NQDBD",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6131-IUNXN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8548-AWOFC",True,"Yes","DSL","No","No","No","Yes","No","Yes"
"9798-DRYDS",True,"Yes","DSL","No","No","Yes","Yes","No","No"
"8532-UEFWH",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6296-DDOOR",True,"No","DSL","No","Yes","No","No","Yes","No"
"7951-VRDVK",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"4815-YOSUK",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
"0380-NEAVX",True,"No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"4365-MSDYN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7036-TYDEC",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"5802-ADBRC",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"8076-FEZKJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5197-YPYBZ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4312-GVYNH",False,"No phone service","DSL","Yes","No","Yes","Yes","No","Yes"
"8495-LJDFO",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"0839-JTCUD",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"5494-WOZRZ",True,"No","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1302-UHBDD",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"2234-EOFPT",True,"No","DSL","Yes","Yes","No","Yes","Yes","Yes"
"8619-IJNDK",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"8378-LKJAF",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"1153-GNOLC",False,"No phone service","DSL","No","Yes","No","No","Yes","No"
"3298-QEICA",False,"No phone service","DSL","Yes","No","No","Yes","No","No"
"0788-DXBFY",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3597-YASZG",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
"3496-LFSZU",True,"No","Fiber optic","No","No","No","No","No","No"
"5242-UOWHD",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6479-SZPLM",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8097-VBQTZ",True,"No","DSL","Yes","Yes","No","Yes","Yes","No"
"4500-HKANN",True,"Yes","DSL","No","Yes","No","Yes","No","No"
"9917-KWRBE",True,"Yes","DSL","Yes","Yes","Yes","No","Yes","No"
"3420-ZDBMA",True,"No","Fiber optic","No","No","No","No","No","No"
"2212-LYASK",False,"No phone service","DSL","No","Yes","Yes","No","No","Yes"
"1393-IMKZG",True,"No","Fiber optic","No","No","No","Yes","Yes","Yes"
"8069-RHUXK",False,"No phone service","DSL","Yes","No","No","Yes","No","No"
"3398-GCPMU",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"2908-WGAXL",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3378-AJRAO",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1013-QCWAM",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"6050-FFXES",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"0362-RAOQO",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9554-DFKIC",True,"Yes","DSL","Yes","No","No","No","No","No"
"5527-ACHSO",True,"No","DSL","No","No","No","Yes","Yes","Yes"
"0829-DDVLK",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1399-UBQIU",True,"No","DSL","No","No","Yes","No","Yes","Yes"
"1813-JLKWR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0336-PIKEI",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","No"
"7322-OCWHC",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No"
"9537-VHDTA",True,"No","DSL","Yes","No","No","No","No","No"
"4957-TIALW",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"2054-PJOCK",True,"Yes","DSL","No","No","Yes","Yes","Yes","Yes"
"9150-HEPMB",True,"No","DSL","Yes","No","Yes","No","No","No"
"9030-QGZNL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3126-WQMGH",True,"Yes","DSL","No","No","No","No","No","No"
"7176-WRTNX",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"5732-IKGQH",True,"No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"9239-GZHZE",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"7205-BAIAD",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0093-EXYQL",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"8064-RAVOH",True,"No","DSL","No","No","Yes","No","No","No"
"0219-QAERP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9168-INPSZ",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"0015-UOCOJ",True,"No","DSL","Yes","No","No","No","No","No"
"5334-AFQJB",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2754-SDJRD",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"8963-JLGJT",True,"No","DSL","Yes","No","Yes","No","No","No"
"1465-LNTLJ",True,"No","DSL","No","No","Yes","Yes","No","Yes"
"2135-DQWAQ",True,"No","Fiber optic","No","Yes","No","No","Yes","No"
"4056-QHXHZ",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"7401-JIXNM",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"9339-FIIJL",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"4706-DGAHW",True,"No","DSL","No","No","No","No","No","No"
"6670-MFRPK",True,"Yes","Fiber optic","No","No","Yes","No","No","No"
"6177-PEVRA",True,"No","DSL","Yes","Yes","No","No","No","No"
"4813-HQMGZ",True,"Yes","Fiber optic","No","No","No","Yes","No","Yes"
"7579-KKLOE",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"8402-EIVQS",True,"No","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"4947-DSMXK",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"7245-NIIWQ",True,"No","Fiber optic","No","No","No","No","No","No"
"0002-ORFBO",True,"No","DSL","No","Yes","No","Yes","Yes","No"
"3324-OIRTO",True,"No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"5414-OFQCB",True,"Yes","Fiber optic","No","No","No","Yes","Yes","No"
"4967-WPNCF",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"8552-OBVRU",True,"No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"8499-BRXTD",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9154-QDGTH",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"8197-BFWVU",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"2577-GVSIL",True,"Yes","DSL","No","No","No","Yes","Yes","Yes"
"9367-OIUXP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6770-UAYGJ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6463-HHXJR",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"7928-VJYAB",True,"No","Fiber optic","No","No","No","No","Yes","Yes"
"1187-WILMM",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"9776-OJUZI",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
"1306-RPWXZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3097-PYWXL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2266-SJNAT",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0869-PAPRP",True,"No","Fiber optic","No","No","Yes","No","Yes","No"
"4238-JSSWH",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"2972-YDYUW",True,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes"
"1104-FEJAM",True,"Yes","DSL","No","Yes","No","No","No","Yes"
"2809-ILCYT",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5499-ECUTN",True,"No","DSL","Yes","No","Yes","No","Yes","No"
"4981-FLTMF",True,"Yes","DSL","Yes","Yes","No","Yes","No","No"
"9121-PHQSR",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"3113-IWHLC",True,"No","DSL","Yes","No","Yes","No","No","No"
"4277-BWBML",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0234-TEVTT",False,"No phone service","DSL","Yes","No","Yes","No","No","Yes"
"4304-TSPVK",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"1552-AAGRX",True,"Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes"
"2637-FKFSY",True,"No","DSL","No","No","No","No","No","No"
"9796-MVYXX",False,"No phone service","DSL","Yes","No","Yes","Yes","No","No"
"7874-ECPQJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0020-INWCK",True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
"7089-RKVSZ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2683-JXWQQ",False,"No phone service","DSL","Yes","No","Yes","No","No","No"
"9548-ZMVTX",True,"Yes","Fiber optic","No","Yes","Yes","Yes","No","No"
"8739-XNIKG",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"9755-JHNMN",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"3981-QSVQI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2789-HQBOU",True,"No","Fiber optic","No","No","No","No","No","Yes"
"9424-CMPOG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5067-WJEUN",True,"No","DSL","Yes","Yes","No","No","No","No"
"3450-WXOAT",True,"No","DSL","No","No","No","No","No","No"
"9251-WNSOD",True,"Yes","DSL","Yes","Yes","Yes","No","No","Yes"
"6974-DAFLI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2616-UUTFK",True,"Yes","DSL","Yes","Yes","Yes","No","Yes","No"
"7064-JHXCE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7989-AWGEH",False,"No phone service","DSL","Yes","No","No","No","No","Yes"
"4373-VVHQL",True,"No","DSL","No","No","No","No","No","No"
"4559-UWIHT",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"7268-IGMFD",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","No"
"6650-BWFRT",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"9570-KYEUA",True,"Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes"
"6993-YGFJV",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"2712-SYWAY",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0730-BGQGF",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"5498-IBWPI",True,"No","DSL","No","No","No","Yes","No","No"
"9101-NTIXF",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0013-SMEOE",True,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"9314-QDMDW",True,"No","DSL","No","Yes","No","No","Yes","No"
"9308-ANMVE",True,"No","DSL","Yes","Yes","No","No","No","No"
"3413-DHLPB",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
"7649-PHJVR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6114-TCFID",False,"No phone service","DSL","Yes","Yes","No","Yes","No","No"
"3787-TRIAL",False,"No phone service","DSL","No","No","No","No","No","No"
"2573-GYRUU",True,"Yes","Fiber optic","No","No","Yes","No","No","Yes"
"5156-UMKOW",False,"No phone service","DSL","No","Yes","No","No","No","No"
"1247-QBVSH",True,"No","DSL","No","Yes","No","No","No","No"
"6734-GMPVK",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9822-OAOVB",True,"No","DSL","No","No","No","No","No","Yes"
"6161-ERDGD",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1226-JZNKR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7318-EIVKO",True,"Yes","DSL","No","No","No","No","Yes","No"
"3771-PZOBW",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"8231-BSWXX",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"6486-LHTMA",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"4083-BFNYK",True,"Yes","Fiber optic","Yes","Yes","No","No","No","Yes"
"7389-KBFIT",False,"No phone service","DSL","No","Yes","No","No","No","No"
"7176-WIONM",False,"No phone service","DSL","No","No","Yes","No","Yes","Yes"
"5141-ZUVBH",True,"No","Fiber optic","Yes","No","Yes","Yes","No","Yes"
"1089-HDMKP",True,"No","DSL","No","Yes","No","Yes","No","No"
"7623-HKYRK",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0310-SUCIN",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"5197-PYEPU",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
"6619-RPLQZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3275-RHRNE",False,"No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
"3503-TYDAY",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"6901-GOGZG",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"7021-XSNYE",False,"No phone service","DSL","Yes","No","Yes","Yes","No","Yes"
"9621-OUPYD",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8982-NHAVY",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"4307-KWMXE",False,"No phone service","DSL","No","Yes","No","Yes","No","No"
"0141-YEAYS",True,"Yes","Fiber optic","No","Yes","Yes","No","No","No"
"2450-ZKEED",True,"No","DSL","No","No","Yes","Yes","No","No"
"3694-DELSO",False,"No phone service","DSL","Yes","No","No","No","Yes","No"
"3893-JRNFS",False,"No phone service","DSL","No","No","Yes","No","No","Yes"
"9603-OAIHC",True,"No","Fiber optic","No","No","No","No","No","No"
"1133-KXCGE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0142-GVYSN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1049-FYSYG",False,"No phone service","DSL","No","Yes","Yes","No","No","No"
"8406-LNMHF",True,"No","Fiber optic","Yes","Yes","Yes","No","No","No"
"1821-BUCWY",True,"No","DSL","Yes","No","Yes","No","No","No"
"0023-UYUPN",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8314-DPQHL",False,"No phone service","DSL","Yes","No","Yes","Yes","No","Yes"
"1465-WCZVT",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9481-SFCQY",True,"No","DSL","No","No","Yes","No","Yes","No"
"6360-SVNWV",True,"No","Fiber optic","Yes","No","No","No","No","No"
"0567-GGCAC",True,"No","DSL","Yes","Yes","Yes","No","No","No"
"8884-MRNSU",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2171-UDMFD",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9050-IKDZA",True,"No","Fiber optic","No","No","No","No","Yes","No"
"9802-CAQUT",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"0187-WZNAB",True,"No","Fiber optic","Yes","No","No","No","No","No"
"1475-VWVDO",True,"No","Fiber optic","No","No","Yes","No","No","No"
"1357-MVDOZ",True,"No","DSL","No","No","Yes","No","Yes","No"
"7602-MVRMB",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"1197-BVMVG",True,"Yes","Fiber optic","No","No","No","No","No","No"
"5406-KGRMX",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5968-HYJRZ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5198-EFNBM",True,"No","Fiber optic","No","Yes","Yes","No","Yes","No"
"7516-GMHUV",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"7140-ADSMJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2230-XTUWL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7706-YLMQA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2585-KTFRE",True,"No","DSL","Yes","Yes","No","Yes","No","Yes"
"7994-UYIVZ",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"7717-BICXI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6559-RAKOZ",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"4716-MRVEN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2143-LJULT",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3200-MNQTF",True,"Yes","DSL","Yes","Yes","Yes","Yes","No","No"
"6164-HXUGH",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5630-IXDXV",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"0320-DWVTU",True,"No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
"9135-MGVPY",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"1212-GLHMD",True,"No","Fiber optic","Yes","No","No","No","No","Yes"
"7878-JGDKK",True,"No","DSL","No","No","No","No","No","No"
"1088-AUUZZ",True,"Yes","DSL","Yes","Yes","No","Yes","No","Yes"
"6614-YWYSC",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9588-OZDMQ",True,"No","DSL","No","No","No","No","No","No"
"6476-EPYZR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1174-FGIFN",True,"Yes","Fiber optic","No","No","No","Yes","No","Yes"
"6620-HVDUJ",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"1032-MAELW",True,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes"
"7641-TQFHN",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"1552-TKMXS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8622-ZLFKO",True,"Yes","Fiber optic","No","Yes","No","No","No","Yes"
"6188-UXBBR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2333-KWEWW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5702-SKUOB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1134-YWTYF",True,"No","DSL","No","Yes","No","Yes","No","No"
"6061-GWWAV",True,"No","DSL","Yes","Yes","Yes","No","Yes","No"
"0679-TDGAK",True,"No","DSL","Yes","No","No","Yes","Yes","Yes"
"6585-WCEWR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9067-YGSCA",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9067-SQTNS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1776-SPBWV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
