"customer_id","tenure_months","contract","paperless_billing","payment_method","monthly_charges","total_charges","cltv"
"2245-ADZFJ",31,"Two year",False,"Bank transfer (automatic)","80.55","2471.60",3491
"7776-QGYJC",39,"Month-to-month",True,"Bank transfer (automatic)","81.50","3107.30",2042
"9313-QOLTZ",26,"Month-to-month",False,"Mailed check","20.90","518.30",5895
"4672-FOTSD",12,"Month-to-month",True,"Electronic check","67.25","832.30",4334
"9818-XQCUV",2,"Month-to-month",False,"Mailed check","20.35","45.30",5994
"7338-ERIVA",39,"One year",False,"Bank transfer (automatic)","45.05","1790.60",4003
"8259-NFJTV",7,"Month-to-month",False,"Mailed check","34.65","246.60",5996
"3223-DWFIO",4,"Month-to-month",False,"Electronic check","69.35","261.65",4140
"6968-GMKPR",55,"Month-to-month",True,"Electronic check","81.55","4509.50",5167
"4751-ERMAN",72,"Two year",True,"Bank transfer (automatic)","75.40","5480.25",4171
"1436-ZMJAN",10,"Month-to-month",True,"Credit card (automatic)","67.80","653.15",2709
"3292-PBZEJ",11,"Month-to-month",True,"Electronic check","111.40","1183.05",3175
"0799-DDIHE",15,"Month-to-month",False,"Electronic check","46.30","639.45",3103
"3070-FNFZQ",23,"Two year",False,"Bank transfer (automatic)","20.40","478.75",4698
"2812-SFXMJ",1,"Month-to-month",False,"Mailed check","20.05","20.05",4221
"5014-WUQMG",47,"One year",True,"Electronic check","96.10","4391.45",5793
"5312-TSZVC",15,"One year",False,"Mailed check","19.65","270.60",4818
"0993-OSGPT",68,"One year",True,"Bank transfer (automatic)","60.65","3975.90",6418
"7108-DGVUU",21,"One year",False,"Bank transfer (automatic)","71.70","1497.05",2784
"2782-JEEBU",21,"Month-to-month",True,"Mailed check","36.00","780.15",3378
"5127-BZENZ",56,"One year",False,"Bank transfer (automatic)","65.20","3512.15",4775
"2720-FVBQP",6,"Month-to-month",True,"Credit card (automatic)","48.95","273.25",3061
"9906-NHHVC",65,"Two year",True,"Bank transfer (automatic)","53.50","3517.90",5693
"4522-XRWWI",42,"One year",False,"Credit card (automatic)","80.45","3375.90",4397
"3766-EJLFL",68,"Two year",True,"Bank transfer (automatic)","109.05","7508.55",6391
"5939-SXWHM",48,"Two year",False,"Bank transfer (automatic)","26.30","1245.05",2111
"8152-UOBNY",50,"One year",True,"Electronic check","106.80","5347.95",5746
"7351-KYHQH",7,"Month-to-month",True,"Electronic check","64.95","493.65",4615
"7643-RCHXS",63,"Two year",False,"Electronic check","19.35","1263.85",4566
"8246-SHFGA",17,"Month-to-month",False,"Credit card (automatic)","21.10","385.55",2842
"0620-XEFWH",4,"Month-to-month",False,"Mailed check","18.85","84.20",5279
"6485-QXWWE",62,"Two year",False,"Bank transfer (automatic)","26.00","1638.70",4535
"7321-VGNKU",2,"Month-to-month",True,"Electronic check","70.35","120.25",4917
"5327-CNLUQ",48,"Two year",True,"Bank transfer (automatic)","96.90","4473.45",2613
"7552-KEYGT",27,"Two year",False,"Bank transfer (automatic)","19.55","520.55",4430
"5816-JMLGY",70,"Two year",True,"Bank transfer (automatic)","80.40","5717.85",6367
"2927-QRRQV",46,"One year",True,"Electronic check","94.65","4312.50",4120
"6265-SXWBU",69,"One year",False,"Credit card (automatic)","95.75","6511.25",5561
"7941-RCJOW",65,"Two year",True,"Credit card (automatic)","19.55","1218.65",4309
"6374-NTQLP",72,"Two year",True,"Credit card (automatic)","104.10","7447.70",5092
"2387-KDZQY",17,"One year",True,"Mailed check","20.10","279.50",2185
"3584-WKTTW",51,"One year",True,"Electronic check","111.55","5720.35",4053
"3399-BMLVW",51,"Two year",False,"Credit card (automatic)","60.50","3121.45",4994
"1971-DTCZB",72,"Two year",True,"Bank transfer (automatic)","90.95","6468.60",6091
"3374-PZLXD",34,"Month-to-month",False,"Mailed check","19.70","675.60",4136
"3813-DHBBB",67,"Two year",True,"Bank transfer (automatic)","50.95","3521.70",6395
"2812-REYAT",49,"One year",True,"Bank transfer (automatic)","20.05","923.10",5579
"6518-PPLMZ",53,"Two year",True,"Mailed check","19.40","1110.35",4497
"4939-KYYPY",27,"Month-to-month",False,"Electronic check","59.45","1611.65",4818
"5930-GBIWP",69,"Two year",True,"Credit card (automatic)","81.50","5553.25",5286
"6022-KOUQO",2,"Month-to-month",False,"Bank transfer (automatic)","29.05","44.75",4998
"2361-UPSND",46,"One year",False,"Mailed check","70.60","3231.05",5433
"6035-RIIOM",54,"Two year",True,"Bank transfer (automatic)","97.20","5129.45",4971
"9504-DSHWM",20,"Month-to-month",False,"Bank transfer (automatic)","59.20","1191.20",5924
"5035-BVCXS",11,"Month-to-month",True,"Mailed check","75.90","866.40",4278
"6267-DCFFZ",30,"Month-to-month",True,"Electronic check","90.05","2627.20",3792
"3533-UVMOM",68,"Two year",False,"Bank transfer (automatic)","70.95","4741.45",5036
"2439-LYPMQ",38,"Month-to-month",True,"Electronic check","102.60","4009.20",5469
"1478-VPOAD",1,"Month-to-month",False,"Electronic check","43.80","43.80",4633
"9995-HOTOH",63,"Two year",False,"Electronic check","59.00","3707.60",5639
"2988-PLAHS",3,"One year",True,"Electronic check","69.95","220.45",2754
"1371-OJCEK",48,"One year",False,"Bank transfer (automatic)","24.35","1133.70",4200
"4999-IEZLT",66,"One year",False,"Credit card (automatic)","29.45","1983.15",5112
"8883-ANODQ",68,"Two year",True,"Credit card (automatic)","84.40","5746.75",5045
"2351-RRBUE",7,"One year",False,"Mailed check","20.65","134.05",3575
"5980-BDHPY",72,"Two year",True,"Bank transfer (automatic)","87.10","6230.10",5993
"1498-DQNRX",29,"Month-to-month",False,"Mailed check","19.85","573.05",2712
"9469-WEJBT",37,"Month-to-month",True,"Electronic check","90.35","3419.30",3347
"2581-VKIRT",59,"One year",False,"Mailed check","65.50","3801.30",5631
"7426-WEIJX",60,"Month-to-month",True,"Electronic check","80.95","4859.10",6214
"2851-MMUTZ",27,"Month-to-month",True,"Mailed check","56.15","1439.35",3056
"3307-TLCUD",17,"Month-to-month",False,"Mailed check","34.40","592.75",4207
"6625-FLENO",58,"Two year",False,"Mailed check","20.75","1185.95",4927
"2967-MXRAV",1,"One year",False,"Mailed check","18.80","18.80",5160
"8189-HBVRW",53,"Month-to-month",False,"Electronic check","90.80","4921.20",5249
"4163-KIUHY",35,"Month-to-month",True,"Electronic check","25.60","901.25",2980
"3500-NSDOA",68,"Two year",False,"Credit card (automatic)","70.80","4859.95",5540
"1171-TYKUR",47,"Month-to-month",False,"Electronic check","25.40","1139.20",3159
"3761-FLYZI",65,"Month-to-month",True,"Bank transfer (automatic)","108.80","7082.45",5225
"1219-NNDDO",9,"Month-to-month",True,"Electronic check","76.85","663.55",4834
"8388-DMKAE",8,"Two year",False,"Mailed check","20.25","174.65",2653
"4403-BWPAY",14,"One year",True,"Credit card (automatic)","24.80","321.70",4527
"9659-QEQSY",45,"Month-to-month",True,"Electronic check","115.65","5125.50",3974
"5405-ZMYXQ",8,"Month-to-month",True,"Credit card (automatic)","74.60","548.90",2142
"1442-OKRJE",66,"One year",True,"Bank transfer (automatic)","103.15","7031.30",4663
"4737-AQCPU",72,"Two year",False,"Credit card (automatic)","72.10","5016.65",4658
"2808-CHTDM",23,"Two year",False,"Mailed check","25.10","611.45",2267
"0793-TWELN",4,"Month-to-month",True,"Electronic check","80.15","319.85",2841
"3283-WCWXT",6,"Two year",False,"Mailed check","25.40","153.30",2882
"1060-ENTOF",67,"One year",True,"Credit card (automatic)","105.40","7035.60",5703
"0999-QXNSA",7,"Month-to-month",True,"Mailed check","45.75","344.20",3779
"5451-MHQOF",56,"One year",True,"Mailed check","24.45","1431.65",5623
"4836-WNFNO",72,"Two year",False,"Credit card (automatic)","25.00","1849.20",6126
"9225-BZLNZ",72,"Two year",True,"Electronic check","85.25","6083.10",6275
"0354-VXMJC",23,"Two year",False,"Credit card (automatic)","19.60","426.65",4617
"4422-QVIJA",35,"Month-to-month",False,"Mailed check","50.15","1655.35",5879
"9365-SRSZE",27,"Month-to-month",True,"Electronic check","70.55","1943.90",2534
"8332-OSJDW",12,"One year",False,"Mailed check","26.40","314.95",3277
"4735-BJKOU",40,"Two year",False,"Mailed check","20.15","804.85",3915
"0274-JKUJR",7,"Month-to-month",False,"Mailed check","58.85","465.70",3332
"5740-YHGTW",70,"Month-to-month",True,"Credit card (automatic)","97.55","6669.05",4551
"8917-SZTTJ",60,"Two year",False,"Credit card (automatic)","19.65","1161.75",6315
"1696-MZVAU",39,"One year",True,"Credit card (automatic)","25.25","947.75",4259
"7359-WWYJV",72,"Two year",False,"Credit card (automatic)","114.45","8375.05",6274
"4906-ZHGPK",54,"One year",True,"Electronic check","70.70","3770.00",5276
"3795-GWTRD",63,"Two year",False,"Credit card (automatic)","75.55","4707.85",4626
"1298-PHBTI",71,"Two year",True,"Electronic check","84.80","6152.40",5952
"6223-DHJGV",42,"One year",True,"Mailed check","20.65","958.10",5956
"6961-MJKBO",47,"Two year",False,"Bank transfer (automatic)","20.45","943.00",4342
"8158-WPEZG",11,"Month-to-month",True,"Electronic check","35.65","425.10",4986
"4918-FYJNT",55,"Month-to-month",False,"Electronic check","90.45","5044.80",5140
"0727-BNRLG",69,"Two year",True,"Credit card (automatic)","97.65","6743.55",5709
"4854-CIDCF",3,"Month-to-month",False,"Electronic check","73.85","196.40",2868
"3280-MRDOF",30,"Two year",True,"Credit card (automatic)","69.10","2093.90",3415
"6435-SRWBJ",5,"Month-to-month",True,"Electronic check","82.75","417.75",5269
"9964-WBQDJ",71,"Two year",True,"Credit card (automatic)","24.40","1725.40",4412
"6303-KFWSL",29,"One year",True,"Electronic check","55.25","1620.20",5481
"1702-CCFNJ",52,"Month-to-month",False,"Bank transfer (automatic)","61.35","3169.55",4729
"8932-CZHRQ",68,"One year",False,"Credit card (automatic)","76.75","5233.25",5395
"0386-CWRGM",46,"Two year",False,"Mailed check","19.40","967.85",2320
"5515-RUGKN",8,"Month-to-month",True,"Credit card (automatic)","54.75","438.05",5317
"0404-AHASP",72,"Two year",False,"Credit card (automatic)","19.70","1421.90",6436
"7279-NMVJC",17,"One year",False,"Bank transfer (automatic)","19.90","323.15",2093
"2081-VEYEH",3,"Month-to-month",True,"Electronic check","107.95","318.60",5653
"6407-UTSLV",2,"Month-to-month",True,"Bank transfer (automatic)","83.80","163.70",2885
"9060-HJJRW",51,"One year",True,"Credit card (automatic)","56.40","2928.50",4380
"2587-YNLES",6,"Two year",False,"Mailed check","20.10","100.35",5874
"7398-SKNQZ",3,"Month-to-month",False,"Electronic check","94.90","273.20",2330
"5935-FCCNB",17,"Month-to-month",True,"Electronic check","94.20","1608.15",4425
"1958-RNRKS",30,"Month-to-month",False,"Electronic check","49.90","1441.95",3712
"5136-RGMZO",31,"Month-to-month",True,"Electronic check","71.05","2168.15",4443
"8345-MVDYC",45,"Two year",False,"Bank transfer (automatic)","81.65","3618.70",5937
"8226-BXGES",64,"One year",False,"Bank transfer (automatic)","89.45","5692.65",5519
"9705-IOVQQ",61,"One year",False,"Electronic check","99.00","5969.30",5177
"1015-OWJKI",1,"Month-to-month",False,"Mailed check","19.05","19.05",5279
"2040-XBAVJ",72,"Two year",False,"Bank transfer (automatic)","114.45","8100.55",4700
"8887-IPQNC",7,"Month-to-month",True,"Mailed check","44.25","313.45",5014
"8646-JCOMS",66,"One year",True,"Bank transfer (automatic)","90.55","6130.95",4958
"1222-KJNZD",40,"Month-to-month",True,"Bank transfer (automatic)","20.40","745.30",5918
"0106-GHRQR",16,"Month-to-month",True,"Bank transfer (automatic)","71.40","1212.10",3360
"3768-VHXQO",67,"Two year",False,"Credit card (automatic)","24.85","1583.50",4833
"8952-WCVCD",41,"One year",True,"Bank transfer (automatic)","104.45","4162.05",2719
"2418-TPEUN",56,"Two year",True,"Credit card (automatic)","19.80","1119.90",4681
"3963-RYFNS",72,"Two year",True,"Bank transfer (automatic)","116.45","8013.55",5567
"8540-ZQGEA",54,"Two year",False,"Credit card (automatic)","20.05","1102.40",4212
"1320-REHCS",52,"Month-to-month",True,"Electronic check","110.75","5832.00",4993
"4137-JOPHL",50,"Two year",True,"Bank transfer (automatic)","89.70","4304.50",5306
"7801-CEDNV",27,"One year",False,"Credit card (automatic)","48.70","1421.75",3560
"2057-BOYKM",72,"Two year",True,"Bank transfer (automatic)","96.60","6827.50",5153
"3658-QQJYD",62,"One year",True,"Credit card (automatic)","74.30","4698.05",5974
"1803-BGNBD",12,"Month-to-month",True,"Electronic check","54.30","654.50",3854
"0134-XWXCE",44,"One year",False,"Bank transfer (automatic)","74.85","3268.05",3253
"6950-TWMYB",54,"Two year",True,"Bank transfer (automatic)","79.95","4362.05",4387
"5848-FHRFC",68,"Two year",False,"Bank transfer (automatic)","20.05","1386.90",5740
"2243-FNMMI",20,"Month-to-month",False,"Mailed check","19.40","415.40",4958
"2511-MORQY",50,"One year",False,"Bank transfer (automatic)","54.90","2614.10",4322
"5356-KZCKT",58,"Two year",True,"Credit card (automatic)","24.45","1513.60",6490
"9470-XCCEM",35,"Month-to-month",True,"Bank transfer (automatic)","89.65","3161.60",2622
"6519-CFDBX",2,"Month-to-month",True,"Electronic check","45.40","80.95",4964
"3902-MIVLE",63,"Two year",False,"Mailed check","75.70","4676.70",5113
"0409-WTMPL",58,"One year",True,"Credit card (automatic)","110.65","6526.65",4761
"8763-KIAFH",27,"One year",True,"Mailed check","20.55","583.30",2269
"3669-WHAFY",71,"Two year",True,"Credit card (automatic)","115.15","8078.10",4144
"3055-VTCGS",63,"One year",False,"Credit card (automatic)","58.55","3503.50",6312
"3144-KMTWZ",71,"Month-to-month",True,"Bank transfer (automatic)","93.25","6669.45",6035
"2007-QVGAW",68,"Two year",True,"Bank transfer (automatic)","19.35","1292.65",6303
"5207-PLSTK",1,"Month-to-month",True,"Mailed check","48.75","48.75",5068
"2307-FYNNL",65,"Two year",True,"Electronic check","109.05","7108.20",5692
"5605-XNWEN",72,"Two year",True,"Bank transfer (automatic)","25.00","1802.55",4055
"2155-AMQRX",28,"Month-to-month",True,"Credit card (automatic)","54.90","1505.15",2885
"6181-AXXYF",72,"Two year",False,"Credit card (automatic)","24.75","1859.10",4185
"5091-HFAZW",2,"Month-to-month",True,"Electronic check","91.15","168.50",2686
"2519-LBNQL",60,"One year",True,"Electronic check","104.35","6339.45",4040
"8623-ULFNQ",26,"Month-to-month",True,"Electronic check","66.05","1652.40",3225
"1568-LJSZU",68,"Two year",True,"Credit card (automatic)","92.20","6392.85",4451
"7789-HKSBS",42,"One year",True,"Bank transfer (automatic)","105.20","4599.15",5573
"7416-CKTEP",57,"Two year",True,"Bank transfer (automatic)","19.60","1134.25",6064
"2586-CWXVV",54,"Month-to-month",False,"Electronic check","30.40","1621.35",4778
"2348-KCJLT",44,"One year",True,"Mailed check","61.50","2722.20",2059
"8401-EMUWF",42,"Month-to-month",True,"Bank transfer (automatic)","69.40","3058.30",4701
"4193-IBKSW",72,"Two year",False,"Bank transfer (automatic)","24.75","1769.60",6232
"5377-NDTOU",71,"Two year",False,"Mailed check","91.05","6293.75",4644
"2474-LCNUE",23,"Month-to-month",True,"Credit card (automatic)","73.65","1642.75",2590
"0839-QNXME",30,"Two year",False,"Credit card (automatic)","19.40","578.50",3986
"3506-OVLKD",35,"One year",False,"Bank transfer (automatic)","26.20","954.90",4419
"6650-VJONK",1,"Month-to-month",True,"Bank transfer (automatic)","43.85","43.85",5913
"2178-PMGCJ",22,"Month-to-month",True,"Mailed check","69.70","1490.40",4838
"7492-TAFJD",7,"Two year",False,"Mailed check","38.55","280.00",3345
"2773-MADBQ",36,"Two year",True,"Mailed check","53.10","1901.25",2751
"6016-LVTJQ",34,"Month-to-month",False,"Mailed check","20.65","716.40",5099
"7860-KSUGX",72,"Two year",False,"Credit card (automatic)","64.45","4720.00",6330
"8966-KZXXA",36,"Two year",False,"Credit card (automatic)","25.10","930.95",3040
"5149-QYTTU",71,"One year",True,"Credit card (automatic)","95.15","6770.85",5647
"2070-XYMFH",23,"Month-to-month",True,"Mailed check","79.35","1835.30",3558
"2085-BOJKI",17,"One year",True,"Bank transfer (automatic)","96.65","1588.25",5228
"0817-HSUSE",1,"Month-to-month",True,"Electronic check","75.50","75.50",2954
"5442-PPTJY",12,"Two year",False,"Mailed check","19.70","258.35",5104
"1927-QEWMY",72,"Two year",False,"Credit card (automatic)","20.50","1502.25",6302
"1663-MHLHE",1,"Month-to-month",False,"Mailed check","19.20","19.20",4629
"5663-QBGIS",72,"Two year",False,"Bank transfer (automatic)","98.35","6929.40",6120
"4450-MDZFX",60,"Month-to-month",False,"Bank transfer (automatic)","74.35","4453.30",5100
"6701-DHKWQ",61,"Two year",False,"Credit card (automatic)","51.35","3244.40",4159
"7554-AKDQF",6,"Month-to-month",False,"Mailed check","45.65","323.45",4227
"0794-YVSGE",72,"Two year",False,"Bank transfer (automatic)","20.30","1401.15",5265
"5423-BHIXO",32,"Month-to-month",True,"Electronic check","54.20","1739.60",4454
"6908-VVYHM",65,"Month-to-month",True,"Electronic check","90.65","5931.00",6358
"2959-EEXWB",45,"Month-to-month",True,"Bank transfer (automatic)","50.90","2333.85",3937
"1839-UMACK",42,"One year",False,"Electronic check","25.05","949.85",3756
"3030-YDNRM",8,"Month-to-month",True,"Electronic check","74.85","572.45",5514
"7321-KKSDU",32,"Two year",False,"Mailed check","20.50","696.80",3114
"3402-XRIUO",22,"Month-to-month",True,"Mailed check","63.55","1381.80",2136
"8286-AFUYI",1,"Month-to-month",False,"Electronic check","47.95","47.95",5092
"8356-WUAOJ",1,"Month-to-month",True,"Electronic check","45.00","45.00",5669
"8058-DMYRU",54,"Month-to-month",True,"Electronic check","90.05","4931.80",5232
"9350-ZXYJC",4,"Two year",True,"Credit card (automatic)","25.30","116.95",3808
"8958-JPTRR",56,"One year",False,"Electronic check","24.30","1261.70",5052
"6959-GQEGV",45,"Month-to-month",True,"Electronic check","75.95","3273.80",2185
"3173-WSSUE",71,"Two year",False,"Credit card (automatic)","19.70","1415.85",5921
"1265-HVPZB",59,"One year",False,"Credit card (automatic)","66.40","3958.20",6432
"4115-UMJFQ",69,"One year",True,"Bank transfer (automatic)","35.75","2492.25",4043
"7369-TRPFD",19,"One year",False,"Mailed check","18.80","279.20",2916
"1098-KFQEC",55,"Two year",False,"Credit card (automatic)","19.40","1083.00",5366
"7190-XHTWJ",38,"One year",False,"Mailed check","19.30","755.50",4705
"3537-RYBHH",47,"Month-to-month",True,"Credit card (automatic)","67.45","3252.00",4074
"5296-BFCYD",46,"Two year",True,"Mailed check","20.10","936.85",3392
"9359-JANWS",65,"Two year",False,"Credit card (automatic)","58.90","3857.10",5657
"3279-DYZQM",71,"Two year",False,"Mailed check","19.45","1378.45",5497
"0523-VNGTF",52,"Month-to-month",True,"Electronic check","50.50","2566.30",5185
"9575-IWCAZ",6,"One year",False,"Mailed check","25.10","171.00",5161
"7105-MXJLL",26,"One year",False,"Mailed check","60.70","1597.40",2502
"7064-FRRSW",48,"One year",True,"Electronic check","99.00","4744.35",3061
"7940-UQQUG",64,"One year",True,"Bank transfer (automatic)","104.40","6721.60",5133
"3961-SXAXY",1,"Month-to-month",True,"Bank transfer (automatic)","44.05","44.05",5925
"7010-BRBUU",72,"Two year",False,"Credit card (automatic)","24.10","1734.65",4264
"3566-HJGPK",1,"Month-to-month",True,"Mailed check","45.55","45.55",3173
"3062-ICYZQ",51,"Month-to-month",True,"Electronic check","93.80","4539.35",5457
"9938-PRCVK",41,"Two year",False,"Bank transfer (automatic)","19.70","804.25",2902
"0973-KYVNF",72,"Two year",True,"Credit card (automatic)","70.65","5011.15",5176
"5129-HHMZC",43,"Two year",False,"Credit card (automatic)","86.45","3574.50",3110
"9637-CDTKZ",72,"Two year",True,"Credit card (automatic)","114.10","8086.40",4965
"3946-JEWRQ",47,"One year",True,"Credit card (automatic)","95.20","4563.00",4977
"7873-CVMAW",72,"Two year",False,"Credit card (automatic)","88.55","6362.35",6468
"0463-WZZKO",3,"Month-to-month",True,"Credit card (automatic)","20.75","67.10",2406
"4524-QCSSM",26,"Month-to-month",True,"Bank transfer (automatic)","44.65","1156.55",4512
"5832-EXGTT",29,"Month-to-month",True,"Mailed check","60.20","1834.15",5517
"2039-JONDJ",27,"One year",False,"Bank transfer (automatic)","55.45","1477.65",3616
"7217-JYHOQ",24,"Month-to-month",True,"Credit card (automatic)","70.30","1706.45",3359
"6695-FRVEC",67,"Two year",True,"Bank transfer (automatic)","60.40","3953.70",5356
"9894-QMIMJ",23,"One year",False,"Bank transfer (automatic)","55.80","1327.85",2499
"8069-YQQAJ",14,"Month-to-month",True,"Mailed check","31.10","419.70",3448
"1636-NTNCO",4,"Month-to-month",True,"Credit card (automatic)","50.95","207.35",2104
"3466-WAESX",16,"Month-to-month",True,"Electronic check","69.10","1083.70",5172
"9281-PKKZE",46,"Month-to-month",True,"Electronic check","43.95","2007.85",4818
"3638-VBZTA",68,"Two year",True,"Bank transfer (automatic)","86.50","5882.75",4280
"7459-IMVYU",38,"Month-to-month",False,"Electronic check","69.95","2657.55",5858
"8563-OYMQY",17,"Month-to-month",True,"Credit card (automatic)","90.95","1612.20",5687
"0754-EEBDC",4,"Two year",False,"Mailed check","19.90","76.65",2347
"5777-ZPQNC",12,"One year",False,"Electronic check","20.15","260.70",4628
"1951-IEYXM",72,"Two year",True,"Credit card (automatic)","90.60","6441.85",4528
"3318-NMQXL",3,"Month-to-month",True,"Electronic check","92.00","266.80",4345
"1022-RKXDR",41,"One year",True,"Mailed check","24.85","962.25",3089
"2361-FJWNO",40,"One year",False,"Credit card (automatic)","36.00","1382.90",5323
"2272-UOINI",7,"Month-to-month",True,"Electronic check","78.50","571.05",3601
"8232-UTFOZ",69,"Two year",False,"Credit card (automatic)","19.95","1399.35",4328
"3750-YHRYO",7,"One year",False,"Mailed check","20.65","150.00",2874
"6637-KYRCV",5,"Month-to-month",True,"Electronic check","30.50","167.20",5973
"5668-MEISB",72,"Two year",False,"Credit card (automatic)","106.10","7657.40",5146
"0129-QMPDR",44,"One year",True,"Bank transfer (automatic)","20.50","865.05",3093
"7188-CBBBA",65,"One year",True,"Electronic check","95.50","6153.85",6153
"5356-CSVSQ",3,"Month-to-month",False,"Electronic check","64.60","174.20",5277
"3221-CJMSG",24,"Month-to-month",True,"Credit card (automatic)","51.10","1269.60",2515
"3219-JQRSL",72,"Two year",False,"Credit card (automatic)","89.10","6352.40",4627
"2801-NISEI",24,"Month-to-month",False,"Electronic check","54.95","1348.50",3407
"4623-ZKHLY",22,"Month-to-month",True,"Bank transfer (automatic)","20.45","471.55",3727
"6732-VAILE",70,"Two year",True,"Credit card (automatic)","85.95","5931.75",6354
"8201-AAXCB",25,"Month-to-month",False,"Electronic check","60.35","1404.65",3192
"7696-CFTAT",37,"Two year",False,"Bank transfer (automatic)","19.80","726.10",2745
"1845-CSBRZ",22,"Month-to-month",False,"Bank transfer (automatic)","85.35","1961.60",2656
"2123-VSCOT",59,"Two year",True,"Bank transfer (automatic)","72.10","4194.85",6225
"2018-QKYGT",1,"Month-to-month",True,"Electronic check","81.05","81.05",4396
"2792-VPPET",3,"Month-to-month",True,"Electronic check","20.50","76.95",5296
"7409-JURKQ",53,"One year",True,"Bank transfer (automatic)","111.80","5809.75",5713
"3247-MHJKM",1,"Month-to-month",False,"Mailed check","20.20","20.20",3586
"1964-SVLEA",20,"One year",True,"Mailed check","19.70","415.90",2860
"7297-DVYGA",51,"One year",True,"Bank transfer (automatic)","19.85","996.95",5089
"2239-CGBUZ",51,"One year",True,"Bank transfer (automatic)","60.50","3145.15",4207
"0854-UYHZD",13,"Two year",False,"Mailed check","19.55","265.30",2816
"7243-LCGGZ",1,"Month-to-month",False,"Mailed check","20.90","20.90",3901
"8267-KFGYD",1,"Month-to-month",True,"Mailed check","21.05","21.05",3389
"4890-VMUAV",63,"One year",False,"Electronic check","71.50","4576.30",5342
"9261-WDCAF",3,"Month-to-month",False,"Mailed check","54.65","189.10",2168
"3764-MNMOI",46,"Two year",False,"Credit card (automatic)","19.20","908.15",2776
"7442-YGZFK",1,"Month-to-month",True,"Credit card (automatic)","49.80","49.80",4796
"8229-BUJHX",71,"Two year",False,"Bank transfer (automatic)","20.50","1500.95",4941
"7449-HVPIV",55,"Month-to-month",True,"Credit card (automatic)","90.40","5099.15",4603
"5504-WSIUR",70,"One year",True,"Bank transfer (automatic)","90.25","6385.95",5327
"8466-PZBLH",67,"Two year",False,"Bank transfer (automatic)","104.60","6885.75",4743
"8735-IJJEG",14,"Month-to-month",False,"Credit card (automatic)","50.20","668.85",4253
"0564-MUUQK",20,"Month-to-month",True,"Bank transfer (automatic)","95.50","1916.20",3186
"0701-RFGFI",49,"Month-to-month",True,"Bank transfer (automatic)","95.40","4613.95",6136
"0019-EFAEP",72,"Two year",True,"Bank transfer (automatic)","101.30","7261.25",5513
"5619-PTMIK",46,"Month-to-month",False,"Electronic check","53.10","2459.80",3358
"3737-XBQDD",24,"Month-to-month",True,"Bank transfer (automatic)","84.85","2048.80",2941
"5882-CMAZQ",5,"Month-to-month",False,"Electronic check","34.25","163.55",5100
"5846-QFDFI",33,"Month-to-month",False,"Credit card (automatic)","88.60","2888.70",3648
"4445-KWOKW",42,"One year",True,"Bank transfer (automatic)","60.15","2421.60",5988
"3511-APPBJ",23,"One year",True,"Credit card (automatic)","99.95","2292.75",3515
"7967-HYCDE",8,"Month-to-month",False,"Bank transfer (automatic)","70.70","553.40",4946
"2430-RRYUW",66,"One year",True,"Mailed check","54.80","3465.70",4621
"3723-BFBGR",24,"Month-to-month",False,"Credit card (automatic)","54.80","1291.30",4330
"5447-WZAFP",53,"One year",True,"Mailed check","100.30","5200.80",5377
"5110-CHOPY",60,"Two year",False,"Electronic check","53.60","3237.05",4173
"4425-OWHWB",20,"One year",True,"Credit card (automatic)","19.35","433.75",5811
"7892-QVYKW",23,"Month-to-month",False,"Electronic check","85.60","1868.40",3513
"9675-ICXCT",72,"Two year",True,"Electronic check","80.80","5728.55",4689
"4703-MQYKT",21,"Two year",False,"Mailed check","19.60","390.40",4562
"5692-ICXLW",31,"Month-to-month",True,"Electronic check","90.70","2845.15",3493
"0602-DDUML",57,"Two year",False,"Mailed check","69.75","3894.40",4487
"2208-MPXIO",45,"Two year",True,"Bank transfer (automatic)","20.00","886.40",5169
"1960-UYCNN",10,"Month-to-month",True,"Electronic check","95.25","1021.55",4810
"3190-FZATL",14,"Month-to-month",False,"Mailed check","19.95","268.40",5770
"7336-RLLRH",27,"One year",False,"Mailed check","80.85","2204.35",4732
"7710-JSYOA",69,"Two year",True,"Bank transfer (automatic)","93.30","6398.05",5205
"9885-MFVSU",35,"Two year",True,"Credit card (automatic)","46.35","1662.05",4577
"0607-MVMGC",45,"One year",False,"Credit card (automatic)","78.75","3600.65",2595
"3365-SAIGS",17,"Month-to-month",True,"Electronic check","83.55","1329.15",5564
"8022-BECSI",22,"One year",False,"Mailed check","19.60","422.50",2203
"9993-LHIEB",67,"Two year",False,"Mailed check","67.85","4627.65",4792
"0266-CLZKZ",67,"Two year",True,"Bank transfer (automatic)","105.65","6717.90",6383
"7020-OZKXZ",9,"Month-to-month",False,"Credit card (automatic)","75.50","637.40",3021
"3977-QCRSL",5,"Month-to-month",False,"Mailed check","20.15","117.95",5020
"0017-DINOC",54,"Two year",False,"Credit card (automatic)","45.20","2460.55",5435
"7639-OPLNG",70,"Two year",True,"Bank transfer (automatic)","79.25","5731.85",5085
"1492-QGCLU",53,"Month-to-month",False,"Electronic check","85.70","4616.10",5957
"7328-OWMOM",31,"One year",False,"Credit card (automatic)","20.10","589.25",3086
"4418-LZMSV",13,"Month-to-month",False,"Bank transfer (automatic)","61.80","750.10",4749
"5155-AZQPB",28,"Month-to-month",False,"Mailed check","49.90","1410.25",5250
